identifier,file,description,date,title,publisher,language,mediatype,eprintid,subject[0],subject[1],subject[2],subject[3],subject[4],subject[5],subject[6],creator[0],creator[1],division[0],division[1],copyright_holder[0],collection
mmu-eprint-9665,"D:\Exam paper\Exam paper 5\id\eprint\9665\1\45106.pdf","Tri 1	2019/2020","2019-10-14","BEM 1014 - Mathematics",,eng,texts,9665,QA,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9712,"D:\Exam paper\Exam paper 5\id\eprint\9712\1\45226.pdf","Tri 1	2019/2020","2019-10-14","BFN 2234 - Principles Of Corporate Finance",,eng,texts,9712,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9714,"D:\Exam paper\Exam paper 5\id\eprint\9714\1\45220.pdf","Tri 1	2019/2020","2019-10-14","BFN 3104 - Corporate Financial Strategies",,eng,texts,9714,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-2992,"D:\Exam paper\Exam paper 5\id\eprint\2992\1\45160.pdf","TRI 1, 2019/2020","2019-10-14","BMD 3024 - Multivariate Data Analysis",,eng,texts,2992,QA,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9668,"D:\Exam paper\Exam paper 5\id\eprint\9668\1\45119.pdf","Tri 1	2019/2020","2019-10-14","BMK 2034 - Marketing Strategy",,eng,texts,9668,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9724,"D:\Exam paper\Exam paper 5\id\eprint\9724\1\45194.pdf","Tri 1	2019/2020","2019-10-14","BMK 2804 - Marketing Management",,eng,texts,9724,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9723,"D:\Exam paper\Exam paper 5\id\eprint\9723\1\45196.pdf","Tri 1	2019/2020","2019-10-14","BPM 2284 - Performance Management",,eng,texts,9723,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-8432,"D:\Exam paper\Exam paper 5\id\eprint\8432\1\45529.pdf","Trimester 1 2019/2020","2019-10-14","BQT 1614 - Quantitative Analysis",,eng,texts,8432,QD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9713,"D:\Exam paper\Exam paper 5\id\eprint\9713\1\45224.pdf","Tri 1	2019/2020","2019-10-14","DBM 5114 - Business Mathematics",,eng,texts,9713,QA,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9710,"D:\Exam paper\Exam paper 5\id\eprint\9710\1\45228.pdf","Tri 1	2019/2020","2019-10-14","LBL 3017 - Becoming A Leader",,eng,texts,9710,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-1765,"D:\Exam paper\Exam paper 5\id\eprint\1765\1\45188.pdf","Trimester 1 - 2019/2020","2019-10-14","MFX 1023 - Film Studies",,eng,texts,1765,ML,,,,,,,"Faculty of Management, FOM",,FCM,,,opensource
mmu-eprint-9711,"D:\Exam paper\Exam paper 5\id\eprint\9711\1\45227.pdf","Tri 1	2019/2020","2019-10-14","PEM 0034 - Essentials Of Macroeconomics",,eng,texts,9711,HB,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9659,"D:\Exam paper\Exam paper 5\id\eprint\9659\1\45090.pdf","Tri 1	2019/2020","2019-10-14","PFA 0064 - Essentials Of Financial Accounting",,eng,texts,9659,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-7941,"D:\Exam paper\Exam paper 5\id\eprint\7941\1\45175.pdf","Trimester 1 2019/2020","2019-10-12","BLE 2074 - Labour Economics",,eng,texts,7941,HD,,,,,,,"Faculty Of Business, FBL",,FBL,,,opensource
mmu-eprint-9061,"D:\Exam paper\Exam paper 5\id\eprint\9061\1\45164.pdf","Trimester 1 - 2019/2020","2019-10-12","BEN 2874 - Enterpreneurship",,eng,texts,9061,HB,,,,,,,"Faculty Of Business, FOB",,fac_med,,,opensource
mmu-eprint-7939,"D:\Exam paper\Exam paper 5\id\eprint\7939\1\45166.pdf","Trimester 1 2019/2020","2019-10-12","MCI 1013 - Internet Application",,eng,texts,7939,TK,,,,,,,"Faculty of Creative Multimedia, FCM",,FCM,,,opensource
mmu-eprint-1189,"D:\Exam paper\Exam paper 5\id\eprint\1189\1\45178.pdf","TRI 1, 2019/2020","2019-10-12","ECE 1016 - Computer & Program Design",,eng,texts,1189,QA,QA76,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-3320,"D:\Exam paper\Exam paper 5\id\eprint\3320\1\45563.pdf","TRI 1 2019/2020","2019-10-12","ECP 3086 - Multimedia Technology And Applications",,eng,texts,3320,QA,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-4447,"D:\Exam paper\Exam paper 5\id\eprint\4447\1\45603.pdf","Trimester 1 - 2019/2020","2019-10-12","ETM 3136 - Digital Communications",,eng,texts,4447,TK,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-9122,"D:\Exam paper\Exam paper 5\id\eprint\9122\1\45513.pdf","Trimester 1 - 2019/2020","2019-10-12","TOP 2121 - Object-Oriented Programming",,eng,texts,9122,QA,QA76,,,,,,"Faculty of Information Science and Technology, FIST",,FIST,,,opensource
mmu-eprint-9124,"D:\Exam paper\Exam paper 5\id\eprint\9124\1\45512.pdf","Trimester 1 - 2019/2020","2019-10-12","TOP 2121 - Object-Oriented Programming",,eng,texts,9124,QA,QA76,,,,,,"Faculty of Information Science and Technology, FIST",,FIST,,,opensource
mmu-eprint-4985,"D:\Exam paper\Exam paper 5\id\eprint\4985\1\45168.pdf","Trimester 1 2019/2020","2019-10-12","BHM 3086 - Law For Engineers",,eng,texts,4985,K1,,,,,,,"Faculty of Law, FOL",,fac_law,,,opensource
mmu-eprint-4988,"D:\Exam paper\Exam paper 5\id\eprint\4988\1\45408.pdf","Trimester 1 2019/2020","2019-10-12","UAL 2612 - Administrative Law",,eng,texts,4988,K1,,,,,,,"Faculty of Law, FOL",,fac_law,,,opensource
mmu-eprint-5004,"D:\Exam paper\Exam paper 5\id\eprint\5004\1\45419.pdf","Trimester 1 2019/2020","2019-10-12","UIC 2612 - Islamic Constitutional Law",,eng,texts,5004,K1,,,,,,,"Faculty of Law, FOL",,fac_law,,,opensource
mmu-eprint-5019,"D:\Exam paper\Exam paper 5\id\eprint\5019\1\45424.pdf","Trimester 1 2019/2020","2019-10-12","ULB 2612 - Labour Law",,eng,texts,5019,K1,,,,,,,"Faculty of Law, FOL",,fac_law,,,opensource
mmu-eprint-9726,"D:\Exam paper\Exam paper 5\id\eprint\9726\1\45186.pdf","Tri 1	2019/2020","2019-10-12","BAC 1634 - Financial Accounting & Reporting 1",,eng,texts,9726,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9729,"D:\Exam paper\Exam paper 5\id\eprint\9729\1\45179.pdf","Tri 1	2019/2020","2019-10-12","BAC 2624 - Management Accounting 11",,eng,texts,9729,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9730,"D:\Exam paper\Exam paper 5\id\eprint\9730\1\45176.pdf","Tri 1	2019/2020","2019-10-12","BAC 2644 - Auditing",,eng,texts,9730,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9732,"D:\Exam paper\Exam paper 5\id\eprint\9732\1\45167.pdf","Tri 1	2019/2020","2019-10-12","BAC 2674 - Taxation 1",,eng,texts,9732,HJ,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9728,"D:\Exam paper\Exam paper 5\id\eprint\9728\1\45182.pdf","Tri 1	2019/2020","2019-10-12","BAE 1834 - English For Business Studies",,eng,texts,9728,PE,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9733,"D:\Exam paper\Exam paper 5\id\eprint\9733\1\45163.pdf","Tri 1	2019/2020","2019-10-12","BBS 2844 - BUSINESS & SOCIETY",,eng,texts,9733,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9725,"D:\Exam paper\Exam paper 5\id\eprint\9725\1\45187.pdf","Tri 1	2019/2020","2019-10-12","BBS 2844 - Business & Society",,eng,texts,9725,H1,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9727,"D:\Exam paper\Exam paper 5\id\eprint\9727\1\45185.pdf","Tri 1	2019/2020","2019-10-12","BCT 1024 - Critical Thinking And Application In Management",,eng,texts,9727,BF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-7950,"D:\Exam paper\Exam paper 5\id\eprint\7950\1\45181.pdf","Trimester 1 2019/2020","2019-10-12","BDS 2874 - Management",,eng,texts,7950,HD28,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9507,"D:\Exam paper\Exam paper 5\id\eprint\9507\1\45183.pdf","Trimester 1 - 2019/2020","2019-10-12","BFI 2024 - ERP Financial Information System, Sale And Distribution",,eng,texts,9507,T1,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9731,"D:\Exam paper\Exam paper 5\id\eprint\9731\1\45169.pdf","Tri 1	2019/2020","2019-10-12","BFN 2104 - Corporate Finance",,eng,texts,9731,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-1430,"D:\Exam paper\Exam paper 5\id\eprint\1430\1\45171.pdf","TRI 1, 2019/2020","2019-10-12","BNA 3014 - Numerical Analysis",,eng,texts,1430,QA,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9739,"D:\Exam paper\Exam paper 5\id\eprint\9739\1\45073.pdf","Tri 1	2019/2020","2019-10-04","BBM 7094 - Business Management",,eng,texts,9739,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9737,"D:\Exam paper\Exam paper 5\id\eprint\9737\1\45075.pdf","Tri 1	2019/2020","2019-10-03","BCF 7044 - Corporate Finance",,eng,texts,9737,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9740,"D:\Exam paper\Exam paper 5\id\eprint\9740\1\45072.pdf","Tri 1	2019/2020","2019-10-02","BBI 7084 - Business Data Analytics For Managers",,eng,texts,9740,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9738,"D:\Exam paper\Exam paper 5\id\eprint\9738\1\45074.pdf","Tri 1	2019/2020","2019-10-02","BCB 7094 - Consumer Behaviour",,eng,texts,9738,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9735,"D:\Exam paper\Exam paper 5\id\eprint\9735\1\45079.pdf","Tri 1	2019/2020","2019-10-02","BHR 7094 - Human Resource Management",,eng,texts,9735,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-3567,"D:\Exam paper\Exam paper 5\id\eprint\3567\1\45101.pdf","Trimester 1 2019/2020","2019-09-30","ETN 2016 - Analog Communications",,eng,texts,3567,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-3653,"D:\Exam paper\Exam paper 5\id\eprint\3653\1\45076.pdf","Trimester 1 2019/2020","2019-09-30","BDM 7124 - Database Management",,eng,texts,3653,QA,QA76,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9113,"D:\Exam paper\Exam paper 5\id\eprint\9113\1\45078.pdf","Trimester 1 2019/2020","2019-09-30","BFM 7094 - Financial Markets",,eng,texts,9113,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9734,"D:\Exam paper\Exam paper 5\id\eprint\9734\1\45080.pdf","Tri 1	2019/2020","2019-09-30","BIR 7104 - Industrial Relations",,eng,texts,9734,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9743,"D:\Exam paper\Exam paper 5\id\eprint\9743\1\45061.pdf","Tri 1	2019/2020","2019-09-30","BSM 7124 - Services Marketing",,eng,texts,9743,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-6402,"D:\Exam paper\Exam paper 5\id\eprint\6402\1\45064.pdf","Trimester 1 - 2019/2020","2019-09-27","THP 7021 - High Performance Computing And Big Data",,eng,texts,6402,QA,,,,,,,"Faculty of Computing and Informatics, FCI",,FCI,,,opensource
mmu-eprint-9741,"D:\Exam paper\Exam paper 5\id\eprint\9741\1\45071.pdf","Tri 1	2019/2020","2019-09-27","BBC 7104 - Business And Cyberlaw",,eng,texts,9741,HD,K1,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9658,"D:\Exam paper\Exam paper 5\id\eprint\9658\1\45081.pdf","Tri 1	2019/2020","2019-09-27","BEL 7084 -Information Systems And Electronic Commerce",,eng,texts,9658,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-1149,"D:\Exam paper\Exam paper 5\id\eprint\1149\1\45082.pdf","TRI 1, 2019/2020","2019-09-27","BOM 7094 - Operations Management",,eng,texts,1149,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9742,"D:\Exam paper\Exam paper 5\id\eprint\9742\1\45070.pdf","Tri 1	2019/2020","2019-09-25","BAM 7014 - Accounting For Managers",,eng,texts,9742,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-7913,"D:\Exam paper\Exam paper 5\id\eprint\7913\1\45065.pdf","Trimester 1 2019/2020","2019-09-23","TLD 7011 - Low Level Design Of Software",,eng,texts,7913,QA76,,,,,,,"Faculty of Computing and Informatics, FCI",,FCI,,,opensource
mmu-eprint-9736,"D:\Exam paper\Exam paper 5\id\eprint\9736\1\45077.pdf","Tri 1	2019/2020","2019-09-23","BEN 7144 - Entrepreneurship",,eng,texts,9736,HB,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9749,"D:\Exam paper\Exam paper 5\id\eprint\9749\1\44981.pdf","Tri 3	2018/2019","2019-06-01","BAC 2694 - Management Consultancy",,eng,texts,9749,HD,,,,,,,"Faculty of Business, FOB",,fac_med,,,opensource
mmu-eprint-1051,"D:\Exam paper\Exam paper 5\id\eprint\1051\1\44733.pdf","TRI 3, 2018/2019","2019-06-01","ECE 4116 - Digital Computer Design",,eng,texts,1051,QA,QA76,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-6201,"D:\Exam paper\Exam paper 5\id\eprint\6201\1\45045.pdf","Trimester 3 - 2018/2019","2019-06-01","EEM 2036 - Engineering Mathematics III",,eng,texts,6201,QA,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-2359,"D:\Exam paper\Exam paper 5\id\eprint\2359\1\45034.pdf","Trimester 3 2018/2019","2019-06-01","EME 3276 - Mechanical Design II",,eng,texts,2359,TA,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-9347,"D:\Exam paper\Exam paper 5\id\eprint\9347\1\41899.pdf","Trimester 3 - 2016/2017","2019-06-01","EPM 2036 - Control Theory",,eng,texts,9347,QA,QA76,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-2302,"D:\Exam paper\Exam paper 5\id\eprint\2302\1\44920.pdf","Trimester 3 2018/2019","2019-06-01","ULE 2612 - Law And Economics",,eng,texts,2302,K1,,,,,,,"Faculty of Law, FOL",,fac_law,,,opensource
mmu-eprint-9792,"D:\Exam paper\Exam paper 5\id\eprint\9792\1\44745.pdf","Tri 3	2018/2019","2019-06-01","BAC 1624 - Management Accounting 1",,eng,texts,9792,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-7894,"D:\Exam paper\Exam paper 5\id\eprint\7894\1\44743.pdf","Trimester 3 2018/2019","2019-06-01","BAC 2694 - Management Consultancy",,eng,texts,7894,HD61,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9795,"D:\Exam paper\Exam paper 5\id\eprint\9795\1\44740.pdf","Tri 3	2018/2019","2019-06-01","BDM 2384 - Database Management Systems",,eng,texts,9795,QA,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9797,"D:\Exam paper\Exam paper 5\id\eprint\9797\1\44738.pdf","Tri 3	2018/2019","2019-06-01","BEC 1034 - Microeconomics",,eng,texts,9797,HB,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9010,"D:\Exam paper\Exam paper 5\id\eprint\9010\1\44742.pdf","Trimester 3 2018/2019","2019-06-01","BGM 2054 - Global Management",,eng,texts,9010,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9794,"D:\Exam paper\Exam paper 5\id\eprint\9794\1\44741.pdf","Tri 3	2018/2019","2019-06-01","BMK 3144 - Multimedia & Marketing",,eng,texts,9794,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9790,"D:\Exam paper\Exam paper 5\id\eprint\9790\1\44747.pdf","Tri 3	2018/2019","2019-06-01","BOB 2024 - Organisational Behaviour",,eng,texts,9790,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9748,"D:\Exam paper\Exam paper 5\id\eprint\9748\1\44982.pdf","Tri 3	2018/2019","2019-05-31","BAC 3654 - Professional Ethics",,eng,texts,9748,K1,,,,,,,"Faculty of Business, FOB",,fac_med,,,opensource
mmu-eprint-9746,"D:\Exam paper\Exam paper 5\id\eprint\9746\1\44994.pdf","Tri 3	2018/2019","2019-05-31","BBF 3124 - Financial Derivatives",,eng,texts,9746,HG,,,,,,,"Faculty of Business, FOB",,fac_med,,,opensource
mmu-eprint-9744,"D:\Exam paper\Exam paper 5\id\eprint\9744\1\44998.pdf","Tri 3	2018/2019","2019-05-31","BEP 3014 - Enterprise Systems Planning And Management",,eng,texts,9744,T1,,,,,,,"Faculty of Business, FOB",,fac_med,,,opensource
mmu-eprint-3562,"D:\Exam paper\Exam paper 5\id\eprint\3562\1\45062.pdf","Trimester 1 2019/2020","2019-05-31","TAL 7011 - Architecture Of Large Software Systems",,eng,texts,3562,QA76,,,,,,,"Faculty of Computing and Informatics, FCI",,FCI,,,opensource
mmu-eprint-1068,"D:\Exam paper\Exam paper 5\id\eprint\1068\1\44786.pdf","TRI 3, 2018/2019","2019-05-31","DCS 5138 - Management Information Systems",,eng,texts,1068,T1,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-1066,"D:\Exam paper\Exam paper 5\id\eprint\1066\1\44781.pdf","TRI 3, 2018/2019","2019-05-31","DPS 5018 - Introduction To Probability & Statistics",,eng,texts,1066,HA,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-1058,"D:\Exam paper\Exam paper 5\id\eprint\1058\1\44756.pdf","TRI 3, 2018/2019","2019-05-31","EEE 1046 - Electronics III",,eng,texts,1058,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-9049,"D:\Exam paper\Exam paper 5\id\eprint\9049\1\44712.pdf","Trimester 3 - 2018/2019","2019-05-31","EEE 7216 - Engineering Optimization",,eng,texts,9049,TA,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-1055,"D:\Exam paper\Exam paper 5\id\eprint\1055\1\44750.pdf","TRI 3, 2018/2019","2019-05-31","ENT 4066 - Nanoelectronics Materials And Devices",,eng,texts,1055,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-414,"D:\Exam paper\Exam paper 5\id\eprint\414\1\44776.pdf","Tri 3 2018/2019","2019-05-31","EOP 4086 - Optical Signal Processing",,eng,texts,414,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-1439,"D:\Exam paper\Exam paper 5\id\eprint\1439\1\44715.pdf","TRI 3, 2018/2019","2019-05-31","ETM 7106 - Network Security",,eng,texts,1439,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-6195,"D:\Exam paper\Exam paper 5\id\eprint\6195\1\45040.pdf","Trimester 3 - 2018/2019","2019-05-31","ECP 1016 - Computer And Program Design",,eng,texts,6195,QA,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-6202,"D:\Exam paper\Exam paper 5\id\eprint\6202\1\45046.pdf","Trimester 3 - 2018/2019","2019-05-31","EEN 1046 - Electronics III",,eng,texts,6202,TK,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-2313,"D:\Exam paper\Exam paper 5\id\eprint\2313\1\45032.pdf","Trimester 3 2018/2019","2019-05-31","EME 3186 - Ergonomics And Human Factors",,eng,texts,2313,TA,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-9495,"D:\Exam paper\Exam paper 5\id\eprint\9495\1\45053.pdf","Trimester 3 - 2018/2019","2019-05-31","TCS 2251 - Computer Security",,eng,texts,9495,QA,QA76,,,,,,"Faculty of Information Science and Technology, FIST",,FIST,,,opensource
mmu-eprint-2175,"D:\Exam paper\Exam paper 5\id\eprint\2175\1\44913.pdf","Trimester 3 2018/2019","2019-05-31","UCS 2612 - Consumer Law",,eng,texts,2175,K1,,,,,,,"Faculty of Law, FOL",,fac_law,,,opensource
mmu-eprint-2304,"D:\Exam paper\Exam paper 5\id\eprint\2304\1\44921.pdf","Trimester 3 2018/2019","2019-05-31","ULK 2612 - Law Of Banking",,eng,texts,2304,K1,,,,,,,"Faculty of Law, FOL",,FBL,,,opensource
mmu-eprint-9783,"D:\Exam paper\Exam paper 5\id\eprint\9783\1\44761.pdf","Tri 3	2018/2019","2019-05-31","BAC 1064 - Accounting For Decision Making",,eng,texts,9783,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9782,"D:\Exam paper\Exam paper 5\id\eprint\9782\1\44764.pdf","Tri 3	2018/2019","2019-05-31","BAC 2634 - Financial Accounting & Reporting II",,eng,texts,9782,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-6190,"D:\Exam paper\Exam paper 5\id\eprint\6190\1\44783.pdf","Trimester 3 - 2018/2019","2019-05-31","BAC 4674 - Integrated Case Study",,eng,texts,6190,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9635,"D:\Exam paper\Exam paper 5\id\eprint\9635\1\44775.pdf","Tri 3	2018/2019","2019-05-31","BAE 1034 - English For Business Studies",,eng,texts,9635,PE,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9778,"D:\Exam paper\Exam paper 5\id\eprint\9778\1\44772.pdf","Tri 3	2018/2019","2019-05-31","BEL 1014 - E-Commerce",,eng,texts,9778,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9636,"D:\Exam paper\Exam paper 5\id\eprint\9636\1\44779.pdf","Tri 3	2018/2019","2019-05-31","BEM 1034 - Mathematics For Economics",,eng,texts,9636,QA,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9637,"D:\Exam paper\Exam paper 5\id\eprint\9637\1\44780.pdf","Tri 3	2018/2019","2019-05-31","BFN 2044 - Bank Management",,eng,texts,9637,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9780,"D:\Exam paper\Exam paper 5\id\eprint\9780\1\44768.pdf","Tri3	2018/2019","2019-05-31","BHR 2034 - Human Resource Management",,eng,texts,9780,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-8439,"D:\Exam paper\Exam paper 5\id\eprint\8439\1\45004.pdf","Trimester 3 2018/2019","2019-05-31","BIT 3104 - International Trade And Policy",,eng,texts,8439,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9789,"D:\Exam paper\Exam paper 5\id\eprint\9789\1\44749.pdf","Tri 3	2018/2019","2019-05-31","BJA 1034 - Java Programming Fundamentals",,eng,texts,9789,QA,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9779,"D:\Exam paper\Exam paper 5\id\eprint\9779\1\44769.pdf","Tri 3	2018/2019","2019-05-31","BSI 3124 - Seminar In Investment",,eng,texts,9779,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9781,"D:\Exam paper\Exam paper 5\id\eprint\9781\1\44767.pdf","Tri 3	2018/2019","2019-05-31","BSS 1024 - University Learning Techniques",,eng,texts,9781,LB,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9638,"D:\Exam paper\Exam paper 5\id\eprint\9638\1\44782.pdf","Tri 3	2018/2019","2019-05-31","PIL 0014 - Introduction To Law",,eng,texts,9638,K1,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-883,"D:\Exam paper\Exam paper 5\id\eprint\883\1\44718.pdf","Trimester 3 2018/2019","2019-05-30","MCD 7213- Digital Media Content Development",,eng,texts,883,QA,QA76,,,,,,"Faculty of Creative Multimedia, FCM",,FCM,,,opensource
mmu-eprint-422,"D:\Exam paper\Exam paper 5\id\eprint\422\1\44716.pdf","Tri 3 2018/2019","2019-05-30","ETM 7136 - Digital Communication Systems and Design",,eng,texts,422,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-1071,"D:\Exam paper\Exam paper 5\id\eprint\1071\1\44789.pdf","TRI 3, 2018/2019","2019-05-30","ETN 4106 - Optoelectronics And Optical Communications",,eng,texts,1071,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-2309,"D:\Exam paper\Exam paper 5\id\eprint\2309\1\45031.pdf","Trimester 3 2018/2019","2019-05-30","EME 3156 - Computational Methods For Mechanical Engineering",,eng,texts,2309,QA,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-2363,"D:\Exam paper\Exam paper 5\id\eprint\2363\1\45037.pdf","Trimester 3 2018/2019","2019-05-30","EME 4096 - Internal combustion engines",,eng,texts,2363,TJ,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-4982,"D:\Exam paper\Exam paper 5\id\eprint\4982\1\45038.pdf","Trimester 3 2018/2019","2019-05-30","EME 4216 - Quality Management",,eng,texts,4982,T1,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-9446,"D:\Exam paper\Exam paper 5\id\eprint\9446\1\45056.pdf","Trimester 3 - 2018/2019","2019-05-30","TKM 3151 - Knowledge Management",,eng,texts,9446,HD,HD28,,,,,,"Faculty of Information Science and Technology, FIST",,FIST,,,opensource
mmu-eprint-2213,"D:\Exam paper\Exam paper 5\id\eprint\2213\1\44918.pdf","Trimester 3 2018/2019","2019-05-30","UIF 2612 - Islamic Family Law",,eng,texts,2213,K1,,,,,,,"Faculty of Law, FOL",,fac_law,,,opensource
mmu-eprint-6248,"D:\Exam paper\Exam paper 5\id\eprint\6248\1\44805.pdf","Trimester 3 - 2018/2019","2019-05-30","BAC 1074 - Ethics And Governance",,eng,texts,6248,K1,,,,,,,"Faculty of Management, FOM",,,,,opensource
mmu-eprint-9643,"D:\Exam paper\Exam paper 5\id\eprint\9643\1\44791.pdf","Tri 3	2018/2019","2019-05-30","BAC 4654 - E-Auditing",,eng,texts,9643,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9645,"D:\Exam paper\Exam paper 5\id\eprint\9645\1\44794.pdf","Tri 3	2018/2019","2019-05-30","BAW 4624 - Tax Compliance",,eng,texts,9645,HJ,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
