identifier,file,description,date,title,publisher,language,mediatype,eprintid,subject[0],subject[1],subject[2],subject[3],subject[4],subject[5],subject[6],creator[0],creator[1],division[0],division[1],copyright_holder[0],collection
mmu-eprint-7200,"D:\Exam paper\Exam paper 5\id\eprint\7200\1\43956.pdf","Trimester 1 2018/2019","2018-10-15","BFN 3114 - Tax Planning",,eng,texts,7200,HJ,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-6286,"D:\Exam paper\Exam paper 5\id\eprint\6286\1\43963.pdf","Trimester 1 - 2018/2019","2018-10-15","BIM 1014 - Information Systems And Multimedia",,eng,texts,6286,T1,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-7171,"D:\Exam paper\Exam paper 5\id\eprint\7171\1\43860.pdf","Trimester 1 2018/2019","2018-10-15","BMT 1814 - Managerial Mathematics",,eng,texts,7171,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-385,"D:\Exam paper\Exam paper 5\id\eprint\385\1\43854.pdf","Tri 1 2018/2019","2018-10-15","BOD 3834 - Organizational Development",,eng,texts,385,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-7862,"D:\Exam paper\Exam paper 5\id\eprint\7862\1\43976.pdf","Trimester 1 2018/2019","2018-10-15","LRS 0015 - Reading Skills And Strategies",,eng,texts,7862,LB,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-921,"D:\Exam paper\Exam paper 5\id\eprint\921\1\44061.pdf","Trimester 1 2018/2019","2018-10-13","EEE 4166 - Digital Integrated Circuit",,eng,texts,921,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-6390,"D:\Exam paper\Exam paper 5\id\eprint\6390\1\44067.pdf","Trimester 1 - 2018/2019","2018-10-13","EEL 4106 - High Voltage Engineering",,eng,texts,6390,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-3061,"D:\Exam paper\Exam paper 5\id\eprint\3061\1\43845.pdf","Trimester 1 2018/2019","2018-10-13","ETN 3046 - Analog And Digital Communications",,eng,texts,3061,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-9551,"D:\Exam paper\Exam paper 5\id\eprint\9551\1\43849.pdf","TRI 1, 2018/2019","2018-10-13","ETN 4086 - Mobile And Satellite Communications",,eng,texts,9551,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-4887,"D:\Exam paper\Exam paper 5\id\eprint\4887\1\43637.pdf","TRI 1 2018/2019","2018-10-13","ECP 2216 - Microcontroller And Microprocessor Systems",,eng,texts,4887,QA,QA76,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-7281,"D:\Exam paper\Exam paper 5\id\eprint\7281\1\43637.pdf","TRI 1 2018/2019","2018-10-13","ECP 2216 - Microcontroller And Microprocessor Systems",,eng,texts,7281,QA,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-8969,"D:\Exam paper\Exam paper 5\id\eprint\8969\1\43640.pdf","TRI 1, 2018/2019","2018-10-13","ECT 1026 - Field Theory",,eng,texts,8969,QC,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-6381,"D:\Exam paper\Exam paper 5\id\eprint\6381\1\43651.pdf","TRI 1, 2018/2019","2018-10-13","EHM 3106 - Law For Engineers",,eng,texts,6381,K1,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-1795,"D:\Exam paper\Exam paper 5\id\eprint\1795\1\43669.pdf","Trimester 1 2018/2019","2018-10-13","EME 4196 - Quality Engineering",,eng,texts,1795,TS,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-6145,"D:\Exam paper\Exam paper 5\id\eprint\6145\1\43888.pdf","Trimester 1 - 2018/2019","2018-10-13","TBI 3131 - Business Intelligence",,eng,texts,6145,HD,HD61,,,,,,"Faculty of Information Science and Technology, FIST",,FIST,,,opensource
mmu-eprint-6250,"D:\Exam paper\Exam paper 5\id\eprint\6250\1\43896.pdf","Trimester 1 - 2018/2019","2018-10-13","TCN 2141 - Computer Networks",,eng,texts,6250,TK,,,,,,,"Faculty of Information Science and Technology, FIST",,FIST,,,opensource
mmu-eprint-6260,"D:\Exam paper\Exam paper 5\id\eprint\6260\1\43913.pdf","Trimester 1 - 2018/2019","2018-10-13","TDC 1231 - Data Communications And Networking",,eng,texts,6260,TK,,,,,,,"Faculty of Information Science and Technology, FIST",,FIST,,,opensource
mmu-eprint-6318,"D:\Exam paper\Exam paper 5\id\eprint\6318\1\43936.pdf","Trimester 1 - 2018/2019","2018-10-13","THI 2211 - Human Computer Interaction",,eng,texts,6318,QA,QA76,,,,,,"Faculty of Information Science and Technology, FIST",,,,,opensource
mmu-eprint-8988,"D:\Exam paper\Exam paper 5\id\eprint\8988\1\43720.pdf","Trimester 1 - 2018/2019","2018-10-13","UNL 1612 - Contract Law I",,eng,texts,8988,K1,,,,,,,"Faculty of Law, FOL",,fac_law,,,opensource
mmu-eprint-7237,"D:\Exam paper\Exam paper 5\id\eprint\7237\1\44051.pdf","Trimester 1 2018/2019","2018-10-13","BAC 1054 - Principles Of Management Accounting",,eng,texts,7237,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-7240,"D:\Exam paper\Exam paper 5\id\eprint\7240\1\44056.pdf","Trimester 1 2018/2019","2018-10-13","BAC 1064 - Accounting For Decision Making",,eng,texts,7240,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-7242,"D:\Exam paper\Exam paper 5\id\eprint\7242\1\44058.pdf","Trimester 1 2018/2019","2018-10-13","BAC 1834 - Financial Accounting 1",,eng,texts,7242,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-7167,"D:\Exam paper\Exam paper 5\id\eprint\7167\1\43846.pdf","Trimester 1 2018/2019","2018-10-13","BAC 2674 - Taxation 1",,eng,texts,7167,HJ,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
